"id","name","neighbourhood","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","availability_365","X","Y","CategX","CategY"
46352,"A room in Pasolini's house","Porto - Saragozza","Private room",29,1,264,"16/02/2020",2.71,355,44.49168,11.33514,"(44.492,44.494]","(44.492,44.494]"
233922,"Big and central studio open space","Porto - Saragozza","Entire home/apt",60,4,19,"07/08/2016",0.2,157,44.49589,11.32976,"(44.496,44.498]","(44.496,44.498]"
246747,"Charming centro Bologna room with rooftop view","Porto - Saragozza","Private room",68,2,20,"20/03/2019",0.19,364,44.49702,11.34291,"(44.496,44.498]","(44.496,44.498]"
266777,"BOLOGNA CENTRE APARTMENT W/ GARDEN","Porto - Saragozza","Entire home/apt",75,3,53,"08/11/2014",0.63,211,44.49487,11.33241,"(44.494,44.496]","(44.494,44.496]"
369531,"independent room kitchen-bathroom","Savena","Private room",50,3,31,"20/02/2015",0.27,177,44.46817,11.37714,"(44.468,44.47]","(44.468,44.47]"
411523,"Melograno's house downtown Bologna","Santo Stefano","Entire home/apt",85,3,100,"26/05/2021",1.02,213,44.4931,11.35442,"(44.492,44.494]","(44.492,44.494]"
510771,"BOLOGNA CITY, NEAR FAIR AND AIRPORT","Borgo Panigale - Reno","Private room",100,1,52,"14/07/2013",0.49,365,44.49596,11.2911,"(44.496,44.498]","(44.496,44.498]"
570880,"sweet loft in bologna's heart","Porto - Saragozza","Entire home/apt",100,2,65,"19/07/2018",0.64,127,44.49147,11.33661,"(44.49,44.492]","(44.49,44.492]"
678013,"CasaSimo-Appartamento su 2 livelli","San Donato - San Vitale","Entire home/apt",65,2,27,"23/04/2017",0.28,327,44.49647,11.36231,"(44.496,44.498]","(44.496,44.498]"
684271,"Ca 'de' Fiori self catering apartm.","Navile","Entire home/apt",120,2,4,"11/11/2018",0.06,365,44.51541,11.34628,"(44.514,44.516]","(44.514,44.516]"
708145,"A little nest in Bologna","Borgo Panigale - Reno","Entire home/apt",1429,2,32,"02/12/2016",0.32,362,44.50815,11.29563,"(44.508,44.51]","(44.508,44.51]"
732204,"V4 - BOLOGNA AT HEART","Porto - Saragozza","Private room",41,1,426,"15/11/2019",4.28,256,44.49779,11.34232,"(44.498,44.5]","(44.498,44.5]"
742415,"IN FIERA 5: large,in the face fair","San Donato - San Vitale","Entire home/apt",179,1,32,"02/04/2019",0.36,231,44.50522,11.36354,"(44.504,44.506]","(44.504,44.506]"
749324,"Quiet Studio in Old Town","Porto - Saragozza","Entire home/apt",68,2,333,"12/02/2020",3.15,321,44.49561,11.3361,"(44.496,44.498]","(44.496,44.498]"
793706,"Miniappartamento in Tavernetta","Santo Stefano","Entire home/apt",25,3,342,"01/10/2019",3.31,50,44.48753,11.34114,"(44.486,44.488]","(44.486,44.488]"
840951,"Attic in historical center in Bolog","Porto - Saragozza","Entire home/apt",90,3,109,"12/10/2019",1.33,241,44.49442,11.33176,"(44.494,44.496]","(44.494,44.496]"
875210,"WiFi, new Studio/Loft in Fiera and BO center!!","San Donato - San Vitale","Entire home/apt",69,4,43,"15/09/2018",0.42,291,44.50659,11.3677,"(44.506,44.508]","(44.506,44.508]"
884148,"APOSA FLAT / CITY CENTER - BO","Santo Stefano","Entire home/apt",45,1,653,"04/10/2020",6.42,247,44.49945,11.34566,"(44.498,44.5]","(44.498,44.5]"
961864,"LARGE DOUBLE ROOM, IN THE CENTER","Porto - Saragozza","Private room",50,5,42,"18/03/2019",0.47,365,44.4931,11.33756,"(44.492,44.494]","(44.492,44.494]"
993645,"Villa Benni An elegant mansion b&b","Porto - Saragozza","Private room",104,1,87,"24/02/2020",0.9,360,44.48867,11.31842,"(44.488,44.49]","(44.488,44.49]"
1001947,"Casa Dumas","Santo Stefano","Entire home/apt",67,2,93,"19/08/2019",0.93,155,44.4943,11.35324,"(44.494,44.496]","(44.494,44.496]"
1007486,"APPARTAMENTO CON PARCHEGGIO E GIARDINO","Borgo Panigale - Reno","Entire home/apt",65,3,1,"17/04/2013",0.01,324,44.54493,11.24909,"(44.544,44.546]","(44.544,44.546]"
1013831,"A gourmet's cozy apt near the station (+garden)","Navile","Entire home/apt",43,2,163,"19/09/2019",1.73,161,44.5163,11.34284,"(44.516,44.518]","(44.516,44.518]"
1022814,"Camera Bolognese di Carlo Alberto","Porto - Saragozza","Hotel room",89,1,1,"11/06/2013",0.01,0,44.50326,11.34192,"(44.502,44.504]","(44.502,44.504]"
1022914,"A whole house and a walk downtown","Porto - Saragozza","Entire home/apt",71,2,56,"29/09/2016",0.61,362,44.49625,11.32006,"(44.496,44.498]","(44.496,44.498]"
1023596,"APT IN DOWNTOWN WITH A LOT OF GREEN","Porto - Saragozza","Entire home/apt",75,2,102,"27/12/2019",1.33,329,44.49559,11.33248,"(44.494,44.496]","(44.494,44.496]"
1029853,"Bologna Best Bed : feel at home","Navile","Entire home/apt",60,2,155,"22/09/2019",1.56,81,44.51612,11.34044,"(44.516,44.518]","(44.516,44.518]"
1076605,"FAIR&FICO! ROOM&BREAKFAST From Dusk till Dawn","San Donato - San Vitale","Private room",34,2,81,"22/09/2018",0.83,365,44.50072,11.37081,"(44.5,44.502]","(44.5,44.502]"
1078032,"Moderno mono stile loft 2284 BO","Navile","Entire home/apt",54,1,2,"19/12/2019",0.05,1,44.52533,11.33335,"(44.524,44.526]","(44.524,44.526]"
1093891,"Bright&elegant attic in the heart of Bologna! 1471 - 09e2032c","Santo Stefano","Entire home/apt",56,1,3,"18/07/2018",0.09,1,44.49986,11.35159,"(44.5,44.502]","(44.5,44.502]"
1105477,"Private room in Bologna","Borgo Panigale - Reno","Private room",36,1,16,"09/03/2020",0.37,365,44.49736,11.29391,"(44.496,44.498]","(44.496,44.498]"
1181594,"lovely flat in Bologna city center","Porto - Saragozza","Entire home/apt",45,2,441,"26/05/2021",4.45,267,44.49849,11.34012,"(44.498,44.5]","(44.498,44.5]"
1199947,"Al Morelo / Ceity Center-BO","Santo Stefano","Entire home/apt",43,1,111,"23/02/2020",1.24,226,44.49807,11.34507,"(44.498,44.5]","(44.498,44.5]"
1222983,"In the heart and soul bologna","Porto - Saragozza","Private room",64,1,5,"23/03/2016",0.07,365,44.49867,11.33771,"(44.498,44.5]","(44.498,44.5]"
1228143,"Comfortable flat in the city centre","Porto - Saragozza","Entire home/apt",65,2,80,"30/12/2019",0.86,239,44.4948,11.33022,"(44.494,44.496]","(44.494,44.496]"
1250790,"In the heart and soul of Bologna","Porto - Saragozza","Private room",64,3,10,"08/10/2015",0.1,365,44.49828,11.33821,"(44.498,44.5]","(44.498,44.5]"
1364242,"MAST AIRPORT proximity and 10 min from the CENTER","Borgo Panigale - Reno","Private room",39,1,39,"07/07/2014",0.41,192,44.50554,11.29359,"(44.504,44.506]","(44.504,44.506]"
1435627,"heart of Bologna Piazza Maggiore","Porto - Saragozza","Entire home/apt",51,2,453,"07/01/2020",4.8,118,44.49321,11.33569,"(44.492,44.494]","(44.492,44.494]"
1468732,"Spacious one bedroom Gigli/3052 BO","Santo Stefano","Entire home/apt",63,1,0,"",NA,0,44.47725,11.37036,"(44.476,44.478]","(44.476,44.478]"
1571942,"Cozy apartment in a quiet area","Navile","Private room",28,2,52,"26/02/2019",0.55,363,44.51813,11.33951,"(44.518,44.52]","(44.518,44.52]"
1577979,"A room in Pasolini's house 2","Porto - Saragozza","Private room",28,1,260,"15/10/2019",2.83,350,44.49169,11.33361,"(44.492,44.494]","(44.492,44.494]"
1676504,"Sweet Wolf - historical centre Bo","Porto - Saragozza","Entire home/apt",40,2,49,"13/11/2019",0.52,201,44.49644,11.3422,"(44.496,44.498]","(44.496,44.498]"
1782703,"A beautiful view on the old canal","Santo Stefano","Entire home/apt",86,2,65,"17/04/2019",0.69,162,44.50017,11.34858,"(44.5,44.502]","(44.5,44.502]"
1827439,"La Casa del Borgo in the heart of Bologna","Santo Stefano","Entire home/apt",75,2,93,"11/08/2017",1.02,224,44.5003,11.34796,"(44.5,44.502]","(44.5,44.502]"
1929841,"Petit Bijou avec Jardin","Porto - Saragozza","Entire home/apt",80,2,103,"13/11/2018",1.12,192,44.49669,11.33163,"(44.496,44.498]","(44.496,44.498]"
1942540,"Vista su Piazza Aldrovandi","Santo Stefano","Private room",60,1,53,"26/10/2015",0.6,192,44.49425,11.351,"(44.494,44.496]","(44.494,44.496]"
1948469,"Casa di Michela","Porto - Saragozza","Private room",35,1,22,"13/09/2020",0.31,201,44.4998,11.32478,"(44.5,44.502]","(44.5,44.502]"
1962775,"Bright & Comfortable BedRoom","Navile","Private room",28,2,33,"14/02/2020",0.41,205,44.51616,11.3298,"(44.516,44.518]","(44.516,44.518]"
2099619,"Casa Andrea APPARTAMENTO ESCLUSIVO","Porto - Saragozza","Entire home/apt",60,2,153,"19/06/2021",1.67,323,44.49622,11.32639,"(44.496,44.498]","(44.496,44.498]"
2112874,"Appartamento FIERA, SANT'ORSOLA, CENTRO","San Donato - San Vitale","Entire home/apt",60,1,170,"01/11/2019",1.92,68,44.50074,11.37342,"(44.5,44.502]","(44.5,44.502]"
2175745,"COZY APARTMENT IN BOLOGNA","Navile","Entire home/apt",40,2,57,"23/04/2019",0.64,254,44.51512,11.34633,"(44.514,44.516]","(44.514,44.516]"
2176533,"Stanza privata in appartamento accogliente","Navile","Private room",25,2,46,"04/11/2018",1.09,228,44.51519,11.34631,"(44.514,44.516]","(44.514,44.516]"
2212785,"APPARTAMENTO SOGGIORNI BREVI","Borgo Panigale - Reno","Entire home/apt",39,2,0,"",NA,363,44.50636,11.30745,"(44.506,44.508]","(44.506,44.508]"
2256148,"Arte & Ospitalità da Nonno EROS/ERA","San Donato - San Vitale","Private room",21,1,68,"29/09/2019",0.76,36,44.50454,11.37639,"(44.504,44.506]","(44.504,44.506]"
2280311,"""Behind Lumieré"" Big & Sunny room in Art District","Porto - Saragozza","Private room",43,1,212,"28/06/2021",3.03,72,44.49868,11.33677,"(44.498,44.5]","(44.498,44.5]"
2317752,"Central room with private bathroom","Porto - Saragozza","Entire home/apt",33,2,138,"18/10/2017",1.59,320,44.49676,11.33269,"(44.496,44.498]","(44.496,44.498]"
2378587,"Z8 Acqua - Comfortable two bedrooms apartment","Santo Stefano","Entire home/apt",97,1,192,"26/06/2021",2.22,198,44.50221,11.35161,"(44.502,44.504]","(44.502,44.504]"
2409234,"bungalow with two bedrooms","Borgo Panigale - Reno","Entire home/apt",141,1,86,"22/09/2019",0.97,16,44.5147,11.28499,"(44.514,44.516]","(44.514,44.516]"
2427567,"indipendent and bright studio","Borgo Panigale - Reno","Entire home/apt",131,1,68,"23/12/2018",0.76,63,44.51452,11.28516,"(44.514,44.516]","(44.514,44.516]"
2539216,"Frida Room & Breakfast Violet Room","San Donato - San Vitale","Private room",50,1,3,"19/05/2019",0.08,365,44.4967,11.36093,"(44.496,44.498]","(44.496,44.498]"
2541104,"silence and calm in the city center","Santo Stefano","Entire home/apt",80,4,15,"12/11/2018",0.37,363,44.48568,11.35544,"(44.486,44.488]","(44.486,44.488]"
2627857,"B&B CASABOLOGNA","San Donato - San Vitale","Private room",69,2,2,"08/01/2018",0.03,253,44.4924,11.37796,"(44.492,44.494]","(44.492,44.494]"
2737281,"Tra gli affreschi di Bologna, arte e italian style","Santo Stefano","Private room",75,2,20,"01/10/2015",0.27,365,44.49309,11.3497,"(44.492,44.494]","(44.492,44.494]"
2840748,"B&B A casa di Bongi","Borgo Panigale - Reno","Entire home/apt",30,1,38,"23/11/2019",1.12,304,44.50626,11.3019,"(44.506,44.508]","(44.506,44.508]"
2963789,"CASA LUCY APARTMENTS","Borgo Panigale - Reno","Entire home/apt",39,1,64,"08/11/2015",0.74,29,44.51117,11.28934,"(44.51,44.512]","(44.51,44.512]"
2971465,"The most beautiful sight in Bologna","Porto - Saragozza","Entire home/apt",200,3,129,"08/04/2017",1.57,287,44.49838,11.34026,"(44.498,44.5]","(44.498,44.5]"
3027617,"Manifattura Delle Arti","Porto - Saragozza","Private room",30,1,150,"18/06/2019",2.34,299,44.50065,11.33531,"(44.5,44.502]","(44.5,44.502]"
3121859,"Affittacamere Casa Maria Orri","San Donato - San Vitale","Private room",25,30,2,"09/10/2016",0.03,177,44.49398,11.37486,"(44.494,44.496]","(44.494,44.496]"
3222047,"Nice room in downtown, double bed","Santo Stefano","Private room",25,2,22,"01/09/2017",0.27,192,44.49152,11.35417,"(44.49,44.492]","(44.49,44.492]"
3276344,"Apartment in Historic Center","Santo Stefano","Entire home/apt",56,2,6,"13/09/2019",0.09,213,44.49531,11.35227,"(44.494,44.496]","(44.494,44.496]"
3333656,"Jolly Farmer FIERA","Navile","Private room",80,1,6,"04/11/2019",0.13,365,44.51292,11.35283,"(44.512,44.514]","(44.512,44.514]"
3748572,"Roomy & Cozy Apt X 7! Prime Location!","Santo Stefano","Entire home/apt",100,2,106,"05/09/2019",1.53,34,44.49759,11.34338,"(44.496,44.498]","(44.496,44.498]"
3802596,"Bologna Spazio Silenzioso","Borgo Panigale - Reno","Entire home/apt",49,1,510,"23/02/2020",6.22,190,44.51015,11.2971,"(44.51,44.512]","(44.51,44.512]"
3854536,"Cozy Studio Flat in central Bologna","Santo Stefano","Entire home/apt",200,4,43,"29/06/2015",0.52,90,44.48588,11.34096,"(44.486,44.488]","(44.486,44.488]"
3893521,"city center flat with hills' view","Porto - Saragozza","Entire home/apt",75,2,147,"26/01/2020",1.77,73,44.49042,11.33013,"(44.49,44.492]","(44.49,44.492]"
3934991,"cosy apartment for two","Borgo Panigale - Reno","Entire home/apt",30,2,24,"30/09/2019",0.34,240,44.50582,11.29834,"(44.506,44.508]","(44.506,44.508]"
4011989,"Splendido e lussuoso appartamento","Porto - Saragozza","Entire home/apt",86,3,28,"03/10/2016",0.34,362,44.48833,11.32363,"(44.488,44.49]","(44.488,44.49]"
4147236,"Deliziosa casetta di charme!","Santo Stefano","Entire home/apt",65,2,344,"30/05/2021",4.15,300,44.48763,11.34109,"(44.488,44.49]","(44.488,44.49]"
4179539,"stanza privata zona fiera.","San Donato - San Vitale","Private room",75,1,4,"16/03/2019",0.12,363,44.50212,11.3645,"(44.502,44.504]","(44.502,44.504]"
4186179,"Camera doppia. Bagno privato","San Donato - San Vitale","Private room",30,1,26,"22/05/2015",0.34,365,44.49217,11.37779,"(44.492,44.494]","(44.492,44.494]"
4216780,"Delizioso accogliente appartamento - FICO","San Donato - San Vitale","Entire home/apt",62,1,98,"05/06/2019",1.19,288,44.50523,11.37984,"(44.504,44.506]","(44.504,44.506]"
4231365,"Camera con due letti singoli","San Donato - San Vitale","Private room",40,1,0,"",NA,288,44.50545,11.3797,"(44.504,44.506]","(44.504,44.506]"
4238047,"Fulcanelli - Marvellous 90sq.mt Bologna centre","Santo Stefano","Entire home/apt",287,1,5,"29/10/2019",0.07,0,44.49464,11.34453,"(44.494,44.496]","(44.494,44.496]"
4254214,"Blue Room - Casa  Fluò Relais","Santo Stefano","Private room",154,1,3,"22/06/2021",0.05,334,44.44571,11.31906,"(44.446,44.448]","(44.446,44.448]"
4254246,"Yellow Room - Casa Fluò Relais","Santo Stefano","Private room",137,1,1,"26/09/2018",0.03,342,44.44348,11.31886,"(44.442,44.444]","(44.442,44.444]"
4267676,"Romantic Art Homestay in Bologna","Porto - Saragozza","Entire home/apt",65,2,62,"17/02/2019",0.8,364,44.49497,11.33182,"(44.494,44.496]","(44.494,44.496]"
4275165,"LOVELY & QUITE NEAR AIRPORT&STATION","Borgo Panigale - Reno","Entire home/apt",148,1,65,"18/09/2019",0.86,56,44.51474,11.28477,"(44.514,44.516]","(44.514,44.516]"
4275390,"VERY BELLO TRA STAZIONE E AEROPORTO","Borgo Panigale - Reno","Entire home/apt",106,1,84,"04/10/2018",1.1,42,44.51443,11.28442,"(44.514,44.516]","(44.514,44.516]"
4296228,"Villa Alma Monolocale 2","Santo Stefano","Entire home/apt",40,7,17,"26/09/2017",0.21,0,44.47909,11.33618,"(44.478,44.48]","(44.478,44.48]"
4316416,"Apartment in the historic center.","Santo Stefano","Entire home/apt",60,1,98,"01/04/2018",1.2,0,44.48555,11.34656,"(44.484,44.486]","(44.484,44.486]"
4324120,"Residenza La Stazione","Navile","Entire home/apt",59,2,61,"29/12/2018",0.8,36,44.50871,11.34308,"(44.508,44.51]","(44.508,44.51]"
4445459,"AI GIARDINI DI MONTE SOLE","Navile","Private room",41,1,12,"04/04/2019",0.16,365,44.52675,11.34485,"(44.526,44.528]","(44.526,44.528]"
4471957,"La Zucca B&B - Bologna","Navile","Private room",65,1,42,"19/05/2019",0.55,309,44.51336,11.34922,"(44.512,44.514]","(44.512,44.514]"
4647054,"CHARMING FLAT IN HISTORICAL CENTER","Porto - Saragozza","Entire home/apt",8999,2,16,"20/03/2017",0.2,0,44.49939,11.34116,"(44.498,44.5]","(44.498,44.5]"
4686729,"B&B da Betta - Feels like home...","Navile","Private room",53,1,18,"30/03/2018",0.26,303,44.52439,11.3607,"(44.524,44.526]","(44.524,44.526]"
4715259,"Cozy 50m flat vintagedesign Long term Bolonia","Porto - Saragozza","Entire home/apt",76,5,5,"06/01/2017",0.09,232,44.49157,11.30521,"(44.49,44.492]","(44.49,44.492]"
4800113,"City center flat with hills view","Santo Stefano","Entire home/apt",50,3,142,"17/09/2019",1.96,85,44.48083,11.33797,"(44.48,44.482]","(44.48,44.482]"
4834186,"Inside gates 12thcentury city wall","Porto - Saragozza","Entire home/apt",30,31,27,"05/10/2019",0.34,139,44.49549,11.33735,"(44.494,44.496]","(44.494,44.496]"
5001023,"Le statue-luxury open space-five stars suite","Porto - Saragozza","Entire home/apt",75,2,217,"13/10/2019",2.83,322,44.49894,11.34127,"(44.498,44.5]","(44.498,44.5]"
5012513,"When the '500's Poetry ""Checked in""","Porto - Saragozza","Entire home/apt",67,2,243,"17/02/2020",3.14,165,44.49272,11.34069,"(44.492,44.494]","(44.492,44.494]"
5013391,"A due passi - camera Sole","Porto - Saragozza","Private room",82,2,16,"09/04/2017",0.23,364,44.49438,11.33973,"(44.494,44.496]","(44.494,44.496]"
5033080,"Ca' di Vale: uno scorcio sui tetti","Porto - Saragozza","Entire home/apt",58,3,112,"11/03/2019",1.59,327,44.49258,11.33192,"(44.492,44.494]","(44.492,44.494]"
5048949,"Romantic apartment on the roof","Santo Stefano","Entire home/apt",90,2,210,"01/12/2019",2.66,304,44.49771,11.34966,"(44.498,44.5]","(44.498,44.5]"
5125479,"Charming apartment in the center","Porto - Saragozza","Entire home/apt",75,2,86,"26/01/2020",1.11,73,44.49344,11.33552,"(44.492,44.494]","(44.492,44.494]"
5229284,"Charming Apartment in Old Town","Porto - Saragozza","Entire home/apt",60,2,42,"08/06/2019",0.56,57,44.50363,11.33883,"(44.504,44.506]","(44.504,44.506]"
5530453,"Casa delle Moline.......nel cuore di Bologna","Santo Stefano","Entire home/apt",65,1,65,"02/06/2021",0.85,94,44.49866,11.34594,"(44.498,44.5]","(44.498,44.5]"
5560418,"Emilia Residence","Savena","Entire home/apt",350,5,60,"01/06/2019",0.78,365,44.48116,11.38227,"(44.48,44.482]","(44.48,44.482]"
5596958,"Quiet House in Bologna center","Santo Stefano","Entire home/apt",51,2,135,"21/08/2020",2.03,321,44.49138,11.35653,"(44.49,44.492]","(44.49,44.492]"
5666813,"Central Loft with Air Conditioning","Santo Stefano","Entire home/apt",49,30,332,"06/01/2020",4.86,267,44.49905,11.35351,"(44.498,44.5]","(44.498,44.5]"
5691896,"BILOCALE ARREDATO","Porto - Saragozza","Entire home/apt",91,1,0,"",NA,364,44.50492,11.30965,"(44.504,44.506]","(44.504,44.506]"
5856975,"Le stanze di Sara - room ""Elegante""","Porto - Saragozza","Private room",66,1,15,"25/03/2019",0.21,278,44.49743,11.33178,"(44.496,44.498]","(44.496,44.498]"
5867886,"Appartamento nel cuore della città","Porto - Saragozza","Entire home/apt",120,2,48,"03/07/2016",0.63,0,44.49652,11.33302,"(44.496,44.498]","(44.496,44.498]"
5938714,"Ca' del Genio: camera con vista","Porto - Saragozza","Private room",70,15,131,"21/10/2019",1.79,345,44.48075,11.32246,"(44.48,44.482]","(44.48,44.482]"
5952668,"Martini's Interno 3
-Centro  storico ma non Ztl-","Porto - Saragozza","Entire home/apt",80,2,373,"14/01/2020",4.93,269,44.49637,11.3288,"(44.496,44.498]","(44.496,44.498]"
6014087,"Casa Dotti : un B&B nel verde","Porto - Saragozza","Entire home/apt",70,1,34,"07/06/2017",0.49,362,44.487545,11.316307,"(44.486,44.488]","(44.486,44.488]"
6061875,"Delightful sunny apartment","Santo Stefano","Entire home/apt",95,7,34,"04/08/2019",0.48,314,44.47945,11.33741,"(44.478,44.48]","(44.478,44.48]"
6141627,"b&b galleria del reno","Porto - Saragozza","Private room",40,1,5,"11/06/2016",0.07,361,44.49904,11.34001,"(44.498,44.5]","(44.498,44.5]"
6150628,"Appartamento nel centro di Bologna","Porto - Saragozza","Entire home/apt",124,2,74,"22/10/2019",1.04,147,44.49678,11.32967,"(44.496,44.498]","(44.496,44.498]"
6220720,"Quiet apartment in city centre","Santo Stefano","Entire home/apt",88,4,4,"09/07/2015",0.05,0,44.50139,11.34941,"(44.5,44.502]","(44.5,44.502]"
6334060,"Casa Donata","Santo Stefano","Private room",42,2,17,"28/12/2016",0.24,89,44.47835,11.34011,"(44.478,44.48]","(44.478,44.48]"
6349765,"Suite Nico Bologna Centro","Porto - Saragozza","Entire home/apt",133,1,35,"30/08/2020",2.82,317,44.50451,11.34532,"(44.504,44.506]","(44.504,44.506]"
6469289,"Funtanìr rooms, Bologna center","Porto - Saragozza","Entire home/apt",407,2,91,"08/09/2019",1.35,90,44.49828,11.33685,"(44.498,44.5]","(44.498,44.5]"
6478930,"Ensuite Single Room, Bologna Center","Porto - Saragozza","Private room",52,1,21,"23/06/2016",0.28,6,44.49846,11.33643,"(44.498,44.5]","(44.498,44.5]"
6617704,"Feste e grigliate tra amici","San Donato - San Vitale","Entire home/apt",50,1,24,"23/08/2020",0.39,172,44.52647,11.40216,"(44.526,44.528]","(44.526,44.528]"
6617713,"Antico podere nel verde di Bologna","San Donato - San Vitale","Private room",300,1,12,"06/04/2017",0.18,357,44.52763,11.40257,"(44.528,44.53]","(44.528,44.53]"
6711715,"Ensuite Twin Room, Bologna center","Porto - Saragozza","Private room",62,1,28,"22/05/2016",0.38,9,44.49846,11.33643,"(44.498,44.5]","(44.498,44.5]"
6753167,"B & B 21","Santo Stefano","Entire home/apt",124,2,100,"12/10/2019",1.37,210,44.50093,11.34845,"(44.5,44.502]","(44.5,44.502]"
6808897,"QUIET  DOUBLE ROOM in front of the TRAIN STATION","Navile","Private room",38,3,14,"19/08/2018",0.27,89,44.50657,11.34272,"(44.506,44.508]","(44.506,44.508]"
6908792,"Double room #1","Santo Stefano","Private room",36,2,23,"26/11/2017",0.32,365,44.50203,11.34997,"(44.502,44.504]","(44.502,44.504]"
6909146,"Single Room #1","Santo Stefano","Private room",25,2,88,"07/07/2017",1.3,342,44.50204,11.35001,"(44.502,44.504]","(44.502,44.504]"
6909267,"Single room #2","Santo Stefano","Private room",30,2,25,"09/07/2017",0.39,364,44.50204,11.34994,"(44.502,44.504]","(44.502,44.504]"
7112907,"Accogliente stanza in centro storico","Santo Stefano","Private room",25,1,88,"10/08/2018",1.23,0,44.49375,11.3518,"(44.494,44.496]","(44.494,44.496]"
7138583,"QUIET LOVELY ROOM IN THE HEART OF BOLOGNA","Porto - Saragozza","Private room",40,2,67,"13/10/2019",0.93,0,44.49706,11.33371,"(44.496,44.498]","(44.496,44.498]"
7155821,"Appartamento: 2 camere da letto 2 bagni e cucina","Santo Stefano","Entire home/apt",75,7,15,"15/06/2019",0.26,111,44.48977,11.36055,"(44.49,44.492]","(44.49,44.492]"
7164887,"Lovely central apartment in Bologna","Porto - Saragozza","Entire home/apt",42,3,126,"22/04/2019",1.74,43,44.4952,11.33016,"(44.494,44.496]","(44.494,44.496]"
7188003,"Asinelli - 2bdr 85 sq.mt in Piazza Maggiore","Santo Stefano","Entire home/apt",197,1,23,"10/10/2019",0.35,0,44.49388,11.34285,"(44.494,44.496]","(44.494,44.496]"
7274563,"16° ""FAMILY.3"" - 2 Cozy King Bedroom + Bathroom","Navile","Entire home/apt",69,1,17,"17/10/2019",0.24,0,44.51555,11.35151,"(44.514,44.516]","(44.514,44.516]"
7298587,"Camera in centro storico","Santo Stefano","Private room",33,1,239,"27/09/2019",3.28,161,44.49512,11.35261,"(44.494,44.496]","(44.494,44.496]"
7406917,"meditation room","Santo Stefano","Private room",50,1,24,"10/06/2018",0.46,0,44.49235,11.34774,"(44.492,44.494]","(44.492,44.494]"
7442902,"Charming Apartment two towers view","Santo Stefano","Entire home/apt",170,3,29,"31/07/2019",0.55,324,44.49332,11.34445,"(44.492,44.494]","(44.492,44.494]"
7553325,"Stanza matrimoniale in centro","Santo Stefano","Private room",46,1,107,"20/06/2020",1.75,181,44.50024,11.34921,"(44.5,44.502]","(44.5,44.502]"
7555420,"Stanza matrimoniale o doppia","Santo Stefano","Private room",46,1,103,"12/01/2019",1.55,184,44.49893,11.34808,"(44.498,44.5]","(44.498,44.5]"
7612022,"Cozy apartment in the center","Porto - Saragozza","Entire home/apt",62,3,18,"03/11/2015",0.26,363,44.49378,11.33383,"(44.494,44.496]","(44.494,44.496]"
7707561,"Bentivogli Panoramic skyView - La casa nido -","San Donato - San Vitale","Entire home/apt",42,1,485,"08/02/2021",6.79,228,44.49909,11.36391,"(44.498,44.5]","(44.498,44.5]"
7767032,"Blue Room, cozy flat in city center","Porto - Saragozza","Private room",45,2,82,"29/09/2018",1.27,358,44.49124,11.33681,"(44.49,44.492]","(44.49,44.492]"
7835540,"appartamento serlio 24/2","Navile","Entire home/apt",120,1,0,"",NA,365,44.50748,11.35123,"(44.506,44.508]","(44.506,44.508]"
7932120,"Appartamento centrale con terrazzo e parcheggio","Porto - Saragozza","Entire home/apt",58,4,36,"01/10/2018",0.79,0,44.50047,11.3329,"(44.5,44.502]","(44.5,44.502]"
7996811,"Scendidal treno vivi bologna centro","Santo Stefano","Entire home/apt",50,2,133,"01/10/2018",1.88,135,44.50248,11.35196,"(44.502,44.504]","(44.502,44.504]"
8013326,"2,5 KM FAR FROM FAIR, FREE PARK!","San Donato - San Vitale","Entire home/apt",85,1,22,"01/09/2020",0.31,167,44.51783,11.3953,"(44.518,44.52]","(44.518,44.52]"
8013456,"2 bed/1bath Sant'Orsola hospital Fair center","San Donato - San Vitale","Entire home/apt",39,1,28,"03/03/2020",0.4,265,44.4921,11.37048,"(44.492,44.494]","(44.492,44.494]"
8238912,"Stanza blu con vista","Santo Stefano","Private room",28,1,0,"",NA,363,44.46554,11.3521,"(44.464,44.466]","(44.464,44.466]"
8323255,"MANSARDA *Sakura* IN PIENO CENTRO STORICO -Bologna","Santo Stefano","Private room",54,1,23,"11/05/2019",0.33,365,44.49158,11.35406,"(44.49,44.492]","(44.49,44.492]"
8366007,"Loft Little Lion","Savena","Entire home/apt",50,1,137,"22/09/2019",2.14,175,44.48207,11.38091,"(44.482,44.484]","(44.482,44.484]"
8417950,"Apartments to rent in Bologna","Santo Stefano","Entire home/apt",85,3,80,"02/11/2018",1.21,50,44.49379,11.35057,"(44.494,44.496]","(44.494,44.496]"
8502257,"Deliziosa camera con bagno privato","Santo Stefano","Private room",60,2,9,"05/04/2017",0.13,365,44.50405,11.3527,"(44.504,44.506]","(44.504,44.506]"
8565007,"B&Bologna","Santo Stefano","Private room",68,1,37,"17/04/2016",0.53,0,44.47905,11.36065,"(44.478,44.48]","(44.478,44.48]"
8577065,"Ariosto Low-Cost Family Apartment","Santo Stefano","Entire home/apt",122,1,12,"29/10/2018",0.55,208,44.49742,11.34468,"(44.496,44.498]","(44.496,44.498]"
