"id","name","neighbourhood","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","availability_365","X","Y","CategX","CategY"
44412259,"Piazza Maggiore","Porto - Saragozza","Private room",114,1,0,"",NA,315,44.49594,11.34257,"(44.496,44.498]","(44.496,44.498]"
44415478,"Big Apartment on the canal","Santo Stefano","Entire home/apt",150,1,0,"",NA,83,44.49775,11.34686,"(44.498,44.5]","(44.498,44.5]"
44435592,"Delizioso Monolocale con Idromassaggio","Porto - Saragozza","Entire home/apt",50,1,16,"23/05/2021",1.7,125,44.49928,11.33394,"(44.498,44.5]","(44.498,44.5]"
44443111,"Helga House (Appartamento su due livelli)","Santo Stefano","Entire home/apt",128,1,8,"29/10/2020",0.77,234,44.49551,11.34928,"(44.494,44.496]","(44.494,44.496]"
44529290,"Interno Bolognese - Palazzo Liberty BnB","Santo Stefano","Private room",74,1,0,"",NA,0,44.5006,11.34523,"(44.5,44.502]","(44.5,44.502]"
44549780,"Caduti del Lavoro- renovated studio apartment.","Porto - Saragozza","Entire home/apt",52,1,5,"05/07/2021",0.52,169,44.5008,11.33928,"(44.5,44.502]","(44.5,44.502]"
44550173,"UR-NEST Emilia Levante B","Savena","Entire home/apt",145,1,0,"",NA,320,44.48107,11.37849,"(44.48,44.482]","(44.48,44.482]"
44563893,"UR-NEST Marconi 5B","Porto - Saragozza","Entire home/apt",150,1,0,"",NA,339,44.50109,11.33892,"(44.5,44.502]","(44.5,44.502]"
44564097,"UR-NEST Gagarin","Navile","Entire home/apt",139,1,0,"",NA,350,44.51648,11.33325,"(44.516,44.518]","(44.516,44.518]"
44589185,"Stanza grande con letto matrimoniale in centro.","Santo Stefano","Private room",23,5,0,"",NA,75,44.49941,11.3505,"(44.498,44.5]","(44.498,44.5]"
44610375,"Twin studio room ensuite in cosy hostel","Navile","Private room",59,1,3,"27/06/2021",0.31,353,44.50999,11.33465,"(44.51,44.512]","(44.51,44.512]"
44983997,"camera nel cuore dei Bologna","Porto - Saragozza","Private room",30,1,0,"",NA,177,44.49534,11.32966,"(44.494,44.496]","(44.494,44.496]"
45061107,"Stanza bellissima a Bologna","Navile","Private room",55,1,18,"08/11/2020",1.72,261,44.50752,11.34531,"(44.506,44.508]","(44.506,44.508]"
45131309,"Broccaindosso 33 - Appartamento nel Centro Storico","Santo Stefano","Entire home/apt",72,2,6,"02/05/2021",0.62,296,44.49323,11.35597,"(44.492,44.494]","(44.492,44.494]"
45134181,"Ampia Stanzamatrimoniale in appartamento condiviso","Porto - Saragozza","Private room",30,4,2,"02/05/2021",0.43,234,44.50211,11.33345,"(44.502,44.504]","(44.502,44.504]"
45139345,"La Suite Monolocale 2Pax","Santo Stefano","Entire home/apt",60,1,28,"29/06/2021",2.7,86,44.4992,11.34574,"(44.498,44.5]","(44.498,44.5]"
45212306,"ROOM and PRIVATE BATH 3 minutes from the Station","Navile","Private room",35,1,81,"06/03/2021",7.81,100,44.50923,11.34547,"(44.508,44.51]","(44.508,44.51]"
45251309,"Appartamento in zona Fiera, Bologna","San Donato - San Vitale","Entire home/apt",80,1,0,"",NA,88,44.50135,11.36916,"(44.5,44.502]","(44.5,44.502]"
45251585,"Train Station Apartment New","Navile","Entire home/apt",65,1,4,"08/07/2021",0.46,53,44.51043,11.34714,"(44.51,44.512]","(44.51,44.512]"
45337782,"Bologna City Two-Rooms Apartment (for 3 people)","Santo Stefano","Entire home/apt",70,7,0,"",NA,310,44.49288,11.35343,"(44.492,44.494]","(44.492,44.494]"
45338379,"Cozy One bedroom apartment in Bologna City Center","Santo Stefano","Entire home/apt",60,7,0,"",NA,102,44.49253,11.3538,"(44.492,44.494]","(44.492,44.494]"
45338624,"Loft Apartment in Bologna City","Santo Stefano","Entire home/apt",80,7,0,"",NA,201,44.49236,11.35286,"(44.492,44.494]","(44.492,44.494]"
45342514,"UR-NEST Beverara","Navile","Entire home/apt",345,2,0,"",NA,308,44.52395,11.33111,"(44.524,44.526]","(44.524,44.526]"
45359018,"Saragozza Apartment 6: Trilocale Luminoso","Porto - Saragozza","Entire home/apt",97,1,6,"23/06/2021",0.71,326,44.49013,11.32789,"(44.49,44.492]","(44.49,44.492]"
45419889,"Shanti  Room","San Donato - San Vitale","Private room",22,1,18,"06/06/2021",1.86,342,44.49392,11.37666,"(44.494,44.496]","(44.494,44.496]"
45446704,"Smart One bedroom Apartment (3 guests)","Santo Stefano","Entire home/apt",65,7,1,"30/05/2021",0.68,123,44.49124,11.35272,"(44.49,44.492]","(44.49,44.492]"
45447602,"Doppia Marmo","Porto - Saragozza","Private room",66,1,9,"14/11/2020",0.91,25,44.50431,11.34104,"(44.504,44.506]","(44.504,44.506]"
45463851,"Beautiful Apartment in the heart of Bologna","Santo Stefano","Entire home/apt",1000,60,0,"",NA,364,44.48591,11.34935,"(44.486,44.488]","(44.486,44.488]"
45514504,"Il tuo angolo di relax a Bologna","Santo Stefano","Entire home/apt",43,2,0,"",NA,0,44.47972,11.36779,"(44.48,44.482]","(44.48,44.482]"
45526655,"""Suite 18"" the elegant way to experience the city","Navile","Entire home/apt",129,2,0,"",NA,348,44.51106,11.34796,"(44.51,44.512]","(44.51,44.512]"
45539788,"BILOCALE  LOMBARDI  HOUSE🏡 “fiera”","Navile","Entire home/apt",30,2,10,"08/11/2020",1.06,0,44.51554,11.35118,"(44.514,44.516]","(44.514,44.516]"
45544472,"Semplice e essenziale","Savena","Entire home/apt",35,1,7,"09/12/2020",0.73,314,44.46864,11.37544,"(44.468,44.47]","(44.468,44.47]"
45554057,"Jacuzzi Love Suite with Balcony @Trainstation","Porto - Saragozza","Private room",138,1,6,"20/12/2020",0.67,350,44.50453,11.34034,"(44.504,44.506]","(44.504,44.506]"
45564522,"casa Poppi","Porto - Saragozza","Entire home/apt",45,2,4,"09/05/2021",0.43,362,44.49148,11.30594,"(44.49,44.492]","(44.49,44.492]"
45580522,"Savena  single room Bologna","Savena","Private room",9,1,3,"29/09/2020",0.31,0,44.47095,11.37238,"(44.47,44.472]","(44.47,44.472]"
45697120,"Marcella Homes - Osservanza","Santo Stefano","Entire home/apt",68,2,1,"23/06/2021",1,142,44.48582,11.33537,"(44.486,44.488]","(44.486,44.488]"
45718802,"La Terrazza sul Borgo (2) in Centro+ Free Parking","Santo Stefano","Entire home/apt",62,1,13,"31/05/2021",1.55,0,44.50032,11.34921,"(44.5,44.502]","(44.5,44.502]"
45728944,"Realkasa San Vitale Flat","Santo Stefano","Entire home/apt",79,3,3,"20/11/2020",3,91,44.49371,11.34811,"(44.494,44.496]","(44.494,44.496]"
45759043,"Lusso Moderno  ZonaOspedale Sant’Orsola Università","San Donato - San Vitale","Entire home/apt",1600,1,0,"",NA,89,44.49667,11.35777,"(44.496,44.498]","(44.496,44.498]"
45779446,"Saragozza- appartamento di pregio, fino a 8 ospiti","Porto - Saragozza","Entire home/apt",161,1,0,"",NA,160,44.49049,11.33632,"(44.49,44.492]","(44.49,44.492]"
45780899,"House with one bedroom in Bologna, with wonderful city view, terrace and WiFi","Navile","Entire home/apt",135,1,0,"",NA,364,44.5089,11.35209,"(44.508,44.51]","(44.508,44.51]"
45792066,"House with 2 bedrooms in Bologna, with terrace and WiFi","Navile","Entire home/apt",158,1,0,"",NA,364,44.50902,11.35213,"(44.508,44.51]","(44.508,44.51]"
45797790,"Montegrappa Apartment","Porto - Saragozza","Entire home/apt",153,2,5,"29/06/2021",0.57,27,44.49501,11.34005,"(44.494,44.496]","(44.494,44.496]"
45837935,"SANT’ORSOLA COMFORT ZONE APARTMENT","San Donato - San Vitale","Private room",65,1,0,"",NA,0,44.49448,11.37478,"(44.494,44.496]","(44.494,44.496]"
45886244,"loft con giardino in pieno centro a Bologna","Porto - Saragozza","Entire home/apt",300,1,2,"10/02/2021",0.23,70,44.50028,11.34153,"(44.5,44.502]","(44.5,44.502]"
45934447,"Appartamento molto silenzioso e confortevole","Santo Stefano","Entire home/apt",95,2,0,"",NA,0,44.49075,11.35569,"(44.49,44.492]","(44.49,44.492]"
45947658,"UR NEST D'Azeglio 60","Santo Stefano","Entire home/apt",196,2,1,"10/03/2021",0.24,335,44.48807,11.34082,"(44.488,44.49]","(44.488,44.49]"
46001007,"ODA ROOMS BO - FIERA-CENTRO METEO EU - FICO EATALY","Navile","Private room",63,1,0,"",NA,307,44.51936,11.3551,"(44.518,44.52]","(44.518,44.52]"
46021885,"SAN FELICE 135 (CAMERA 6)","Porto - Saragozza","Private room",62,1,3,"29/05/2021",1.25,171,44.49736,11.32996,"(44.496,44.498]","(44.496,44.498]"
46118550,"Calvart Apartment","Navile","Entire home/apt",57,4,0,"",NA,0,44.51685,11.34363,"(44.516,44.518]","(44.516,44.518]"
46211986,"nuova mansarda con due camere sui tetti","Porto - Saragozza","Entire home/apt",78,2,1,"05/07/2021",1,18,44.49346,11.3374,"(44.492,44.494]","(44.492,44.494]"
46235521,"Camera matrimoniale o due letti","Santo Stefano","Private room",45,1,1,"16/05/2021",0.52,0,44.49706,11.3461,"(44.496,44.498]","(44.496,44.498]"
46278302,"Il Mascherone","Santo Stefano","Entire home/apt",98,2,0,"",NA,119,44.49651,11.34831,"(44.496,44.498]","(44.496,44.498]"
46328145,"Private room for a short stay","Santo Stefano","Private room",30,1,4,"26/06/2021",2.26,9,44.4779,11.36758,"(44.478,44.48]","(44.478,44.48]"
46345488,"UR-NEST San Mamolo","Santo Stefano","Entire home/apt",141,2,0,"",NA,247,44.4841,11.33947,"(44.484,44.486]","(44.484,44.486]"
46408522,"Paglietta- comfortable apartment in the center","Santo Stefano","Entire home/apt",51,1,0,"",NA,158,44.4859,11.3414,"(44.486,44.488]","(44.486,44.488]"
46462099,"Bologna Apartment! Garden & Free Parking!","Santo Stefano","Entire home/apt",61,2,4,"28/05/2021",0.88,203,44.47478,11.3693,"(44.474,44.476]","(44.474,44.476]"
46480918,"Realkasa Galliera Apartment","Porto - Saragozza","Entire home/apt",115,3,2,"05/02/2021",0.3,109,44.50069,11.34243,"(44.5,44.502]","(44.5,44.502]"
46504089,"San Michele Apartments - Lignum","Santo Stefano","Entire home/apt",77,2,1,"20/06/2021",1,125,44.4924,11.34884,"(44.492,44.494]","(44.492,44.494]"
46504451,"San Michele Apartments - Ferrum","Santo Stefano","Entire home/apt",77,2,0,"",NA,112,44.49461,11.35054,"(44.494,44.496]","(44.494,44.496]"
46657214,"La Casa Dei Micini","Porto - Saragozza","Entire home/apt",30,7,5,"26/06/2021",0.66,225,44.49023,11.33341,"(44.49,44.492]","(44.49,44.492]"
46762840,"COZY STUDIO APARTMENT IN OLD TOWN.","Porto - Saragozza","Entire home/apt",35,10,0,"",NA,249,44.49779,11.334,"(44.498,44.5]","(44.498,44.5]"
46809425,"Guesthero Apartment Bologna - Fiera","Navile","Entire home/apt",49,1,2,"31/05/2021",0.5,304,44.51053,11.35074,"(44.51,44.512]","(44.51,44.512]"
47351270,"Italianway - Baracca 7 B","Porto - Saragozza","Entire home/apt",70,1,0,"",NA,50,44.50247,11.31458,"(44.502,44.504]","(44.502,44.504]"
47365220,"Italianway - Baracca 7 A","Porto - Saragozza","Entire home/apt",70,1,0,"",NA,28,44.50247,11.31458,"(44.502,44.504]","(44.502,44.504]"
47420311,"Mono Plus vicino Villa Alba Villa Baruziana","Santo Stefano","Private room",80,2,0,"",NA,117,44.4778,11.33558,"(44.478,44.48]","(44.478,44.48]"
47457791,"Comodità e tranquillità ad un passo dal centro!","Navile","Entire home/apt",40,2,8,"05/07/2021",1.28,305,44.51728,11.32724,"(44.516,44.518]","(44.516,44.518]"
47576281,"Casa con giardino in zona silenziosa a Bologna - Camera Tripla","San Donato - San Vitale","Private room",79,1,1,"23/05/2021",0.59,362,44.49425,11.36353,"(44.494,44.496]","(44.494,44.496]"
47751295,"Comfortable two-room apartment in Bologna city","Santo Stefano","Entire home/apt",70,7,0,"",NA,254,44.49262,11.35277,"(44.492,44.494]","(44.492,44.494]"
47766115,"""Loft-Relax""","San Donato - San Vitale","Entire home/apt",66,1,4,"08/04/2021",0.72,343,44.49334,11.3737,"(44.492,44.494]","(44.492,44.494]"
47776853,"Appartamento Porta Castiglione","Santo Stefano","Entire home/apt",95,1,2,"03/07/2021",2,176,44.48602,11.34867,"(44.486,44.488]","(44.486,44.488]"
47974464,"Sweet Lampone Home","Borgo Panigale - Reno","Private room",41,1,0,"",NA,181,44.49365,11.28302,"(44.494,44.496]","(44.494,44.496]"
47991087,"Houses in Dreams Guest House Gold Room","Porto - Saragozza","Private room",113,1,0,"",NA,222,44.49758,11.34007,"(44.496,44.498]","(44.496,44.498]"
48002929,"Realkasa Garibaldi Apartment","Santo Stefano","Entire home/apt",93,3,0,"",NA,168,44.49023,11.34457,"(44.49,44.492]","(44.49,44.492]"
48004127,"Realkasa Station Flat","Porto - Saragozza","Entire home/apt",57,3,0,"",NA,168,44.50637,11.34096,"(44.506,44.508]","(44.506,44.508]"
48006955,"Casa dell'Architetto","Porto - Saragozza","Entire home/apt",52,3,1,"28/06/2021",1,226,44.49808,11.3331,"(44.498,44.5]","(44.498,44.5]"
48020650,"Bungalow monolocale con angolo cottura","Navile","Entire home/apt",70,7,0,"",NA,166,44.52353,11.37178,"(44.522,44.524]","(44.522,44.524]"
48035883,"Cesare Battisti Apartment","Porto - Saragozza","Entire home/apt",88,2,0,"",NA,139,44.49444,11.33822,"(44.494,44.496]","(44.494,44.496]"
48037835,"LOFT INDIPENDENTE a due passi dal Sant'Orsola","San Donato - San Vitale","Entire home/apt",56,1,4,"12/07/2021",0.89,238,44.49279,11.3658,"(44.492,44.494]","(44.492,44.494]"
48051595,"Suite Fronte stazione Bologna","Porto - Saragozza","Entire home/apt",60,1,0,"",NA,283,44.50562,11.34011,"(44.506,44.508]","(44.506,44.508]"
48099272,"Stanza Privata, piccola ma economica.","Porto - Saragozza","Private room",20,1,5,"08/07/2021",5,55,44.49918,11.33481,"(44.498,44.5]","(44.498,44.5]"
48147530,"Camera matrimoniale in centro, zona Santo Stefano","Santo Stefano","Private room",25,5,0,"",NA,311,44.47895,11.35927,"(44.478,44.48]","(44.478,44.48]"
48199238,"MID VIEW","Porto - Saragozza","Private room",36,1,6,"11/07/2021",2.14,176,44.50466,11.33697,"(44.504,44.506]","(44.504,44.506]"
48206011,"SKY VIEW","Porto - Saragozza","Private room",35,1,11,"26/06/2021",3.79,172,44.50346,11.33505,"(44.502,44.504]","(44.502,44.504]"
48207770,"Sweet couple room with balcony","Porto - Saragozza","Private room",50,1,0,"",NA,365,44.50336,11.33517,"(44.502,44.504]","(44.502,44.504]"
48207907,"Couple room with city view","Porto - Saragozza","Private room",45,1,0,"",NA,180,44.50478,11.33633,"(44.504,44.506]","(44.504,44.506]"
48237480,"Relax a due passi da piazza Maggiore","Porto - Saragozza","Private room",39,1,4,"30/05/2021",2.07,55,44.50004,11.33513,"(44.5,44.502]","(44.5,44.502]"
48400073,"Alloggio ampio, nel verde, con ascensore, balcone","Santo Stefano","Entire home/apt",31,5,0,"",NA,88,44.47376,11.37245,"(44.474,44.476]","(44.474,44.476]"
48475597,"centro camera singola per donna","Porto - Saragozza","Private room",30,6,1,"23/04/2021",0.37,60,44.49623,11.32878,"(44.496,44.498]","(44.496,44.498]"
48479625,"FLY  HOUSE BOLOGNA...un appartamento al volo","Borgo Panigale - Reno","Entire home/apt",56,1,6,"10/07/2021",1.68,162,44.52047,11.29583,"(44.52,44.522]","(44.52,44.522]"
48535882,"Stanza finestrata arredata in trilocale, in centro","Santo Stefano","Private room",21,5,0,"",NA,89,44.49751,11.34874,"(44.496,44.498]","(44.496,44.498]"
48610718,"Camera privata Greenwood","Borgo Panigale - Reno","Private room",25,1,5,"01/06/2021",1.72,314,44.4947,11.28358,"(44.494,44.496]","(44.494,44.496]"
48627205,"ELEGANTE MANSARDA CON TERRAZZO","Porto - Saragozza","Entire home/apt",70,3,0,"",NA,211,44.49341,11.3353,"(44.492,44.494]","(44.492,44.494]"
48777171,"Looking for flatmates in the stadium area","Borgo Panigale - Reno","Private room",25,30,0,"",NA,365,44.48979,11.29903,"(44.49,44.492]","(44.49,44.492]"
48883163,"Casa delle Oche appartamento di charme","Santo Stefano","Entire home/apt",80,1,2,"07/06/2021",1.36,191,44.49877,11.34654,"(44.498,44.5]","(44.498,44.5]"
49099605,"Marilyn Room","Borgo Panigale - Reno","Private room",40,1,4,"09/07/2021",2.07,350,44.51854,11.29393,"(44.518,44.52]","(44.518,44.52]"
49187636,"Borgonuovo16 - apt. B","Santo Stefano","Entire home/apt",52,4,1,"06/07/2021",1,103,44.491074,11.350027,"(44.49,44.492]","(44.49,44.492]"
49201786,"Residence Griffoni Bilocale","Porto - Saragozza","Entire home/apt",60,1,0,"",NA,206,44.49233,11.33976,"(44.492,44.494]","(44.492,44.494]"
49416625,"Pied-à-terre San Giovanni in Monte...","Santo Stefano","Entire home/apt",75,2,0,"",NA,363,44.49108,11.34853,"(44.49,44.492]","(44.49,44.492]"
49522133,"Elegante bi-locale in zona servita vicino fiera","San Donato - San Vitale","Entire home/apt",45,3,3,"06/07/2021",1.73,304,44.50596,11.36042,"(44.506,44.508]","(44.506,44.508]"
49577279,"Realkasa - Il nido sui tetti","Porto - Saragozza","Entire home/apt",51,3,0,"",NA,136,44.49381,11.31723,"(44.494,44.496]","(44.494,44.496]"
49600643,"Giudei House Loft 2","Santo Stefano","Entire home/apt",57,2,11,"25/06/2021",5.79,320,44.495281,11.346919,"(44.494,44.496]","(44.494,44.496]"
49720678,"Le Mura apartment Bologna","Santo Stefano","Entire home/apt",70,2,3,"12/06/2021",1.55,317,44.4873,11.34035,"(44.486,44.488]","(44.486,44.488]"
49784772,"Lovely Attic with Lovely View.","Santo Stefano","Entire home/apt",55,1,1,"28/06/2021",1,154,44.49596,11.34374,"(44.496,44.498]","(44.496,44.498]"
49846957,"Smart Apartment Mercanzia - Solo Affitti Brevi","Santo Stefano","Entire home/apt",87,1,2,"14/06/2021",2,289,44.49364,11.3432,"(44.494,44.496]","(44.494,44.496]"
49846960,"Smart Room San Luca - Solo Affitti Brevi","Porto - Saragozza","Private room",87,1,0,"",NA,338,44.49238,11.34173,"(44.492,44.494]","(44.492,44.494]"
49846961,"Smart Room San Petronio - Solo Affitti Brevi","Porto - Saragozza","Private room",87,1,0,"",NA,344,44.49276,11.34105,"(44.492,44.494]","(44.492,44.494]"
49846964,"Smart Room Santo Stefano - Solo Affitti Brevi","Santo Stefano","Private room",87,1,0,"",NA,338,44.49238,11.34272,"(44.492,44.494]","(44.492,44.494]"
49853671,"Villa Penna","Santo Stefano","Entire home/apt",50,1,0,"",NA,89,44.46567,11.33135,"(44.466,44.468]","(44.466,44.468]"
49869527,"San Pietro House by Studio Vita","Santo Stefano","Entire home/apt",83,1,4,"27/06/2021",4,216,44.50249,11.35187,"(44.502,44.504]","(44.502,44.504]"
49940871,"La stanza nel Borgo","Santo Stefano","Entire home/apt",50,1,0,"",NA,172,44.49998,11.34746,"(44.5,44.502]","(44.5,44.502]"
49971914,"Fiera apartment Gioannetti 5","San Donato - San Vitale","Entire home/apt",60,1,1,"21/06/2021",1,99,44.50531,11.36417,"(44.504,44.506]","(44.504,44.506]"
49998056,"B&B Matteotti 23","Navile","Private room",45,1,14,"09/07/2021",14,154,44.50727,11.34735,"(44.506,44.508]","(44.506,44.508]"
50015961,"Realkasa Margherita Apartment","Porto - Saragozza","Entire home/apt",103,3,0,"",NA,159,44.49365,11.33876,"(44.494,44.496]","(44.494,44.496]"
50064172,"Casa del Sole by Studio Vita","Porto - Saragozza","Entire home/apt",72,2,0,"",NA,219,44.49956,11.34378,"(44.498,44.5]","(44.498,44.5]"
50107789,"Camera romantica, stile unico nel 💚 di Bologna","Santo Stefano","Private room",80,1,0,"",NA,163,44.49252,11.34537,"(44.492,44.494]","(44.492,44.494]"
50164698,"Double room with double or single beds *R1","Navile","Private room",59,1,0,"",NA,253,44.50945,11.35629,"(44.508,44.51]","(44.508,44.51]"
50181848,"1|La Dotta apartments I Bologna Centro-Via Marconi","Porto - Saragozza","Entire home/apt",60,2,0,"",NA,37,44.49524,11.33661,"(44.494,44.496]","(44.494,44.496]"
50183751,"Bologna Malpighi Apartment with parking x2","San Donato - San Vitale","Entire home/apt",66,2,0,"",NA,259,44.48593,11.36999,"(44.486,44.488]","(44.486,44.488]"
50206967,"Palazzo di Alcina Luxury B&B 
Camera Delle Colonne","Porto - Saragozza","Private room",320,1,0,"",NA,290,44.50055,11.34214,"(44.5,44.502]","(44.5,44.502]"
50220253,"San Giorgio 2","Porto - Saragozza","Entire home/apt",130,2,0,"",NA,295,44.49793,11.34039,"(44.498,44.5]","(44.498,44.5]"
50258835,"Appartamento intimo e accogliente - Via Nosadella","Porto - Saragozza","Entire home/apt",60,2,0,"",NA,15,44.49108,11.33452,"(44.49,44.492]","(44.49,44.492]"
50275433,"Realkasa Luxury S.Orsola Apartment","Santo Stefano","Entire home/apt",99,3,1,"26/06/2021",1,168,44.48871,11.35818,"(44.488,44.49]","(44.488,44.49]"
50284731,"Nova Suite Bologna","Santo Stefano","Entire home/apt",63,3,0,"",NA,220,44.50114,11.34828,"(44.5,44.502]","(44.5,44.502]"
50285698,"Finelli Apartment, in Centro e comodo a Stazione","Santo Stefano","Entire home/apt",79,3,1,"22/06/2021",1,45,44.50078,11.34827,"(44.5,44.502]","(44.5,44.502]"
50354438,"Stanza matrimoniale vicino al centro!","San Donato - San Vitale","Private room",25,1,2,"25/06/2021",2,323,44.48995,11.36966,"(44.49,44.492]","(44.49,44.492]"
50369001,"Sweet home","Santo Stefano","Shared room",24,1,7,"08/07/2021",7,6,44.49921,11.34848,"(44.498,44.5]","(44.498,44.5]"
50376441,"Appartamento “Il Mulino”con parcheggio gratuito","Porto - Saragozza","Entire home/apt",50,1,1,"20/06/2021",1,158,44.50114,11.3206,"(44.5,44.502]","(44.5,44.502]"
50379102,"La casa di Eli Eli (aria condizionata/posto auto)","San Donato - San Vitale","Entire home/apt",57,1,3,"27/06/2021",3,23,44.50178,11.37019,"(44.502,44.504]","(44.502,44.504]"
50387011,"San felice studio","Porto - Saragozza","Entire home/apt",60,1,1,"28/06/2021",1,19,44.4974,11.33414,"(44.496,44.498]","(44.496,44.498]"
50414194,"Studio 24 Room ' Due Torri'","Porto - Saragozza","Private room",40,2,0,"",NA,326,44.50535,11.33788,"(44.504,44.506]","(44.504,44.506]"
50425899,"La maison de   ""Balleon "" con parcheggio gratuito.","Porto - Saragozza","Entire home/apt",100,3,0,"",NA,83,44.501553,11.320948,"(44.5,44.502]","(44.5,44.502]"
50461052,"STUDIO 24-Holiday & Business Apartment","Porto - Saragozza","Entire home/apt",48,2,1,"28/06/2021",1,151,44.50559,11.33997,"(44.504,44.506]","(44.504,44.506]"
50501184,"@Bologna station house","Porto - Saragozza","Entire home/apt",65,1,0,"",NA,8,44.50651,11.3307,"(44.506,44.508]","(44.506,44.508]"
50502642,"In Heart of City","Santo Stefano","Shared room",21,1,2,"26/06/2021",2,1,44.49847,11.34721,"(44.498,44.5]","(44.498,44.5]"
50533418,"Mesticheria - appartamento con parcheggio gratuito","Savena","Entire home/apt",46,3,1,"08/07/2021",1,51,44.481907,11.378448,"(44.482,44.484]","(44.482,44.484]"
50572946,"PARADISE❤️","Porto - Saragozza","Private room",58,1,1,"07/07/2021",1,177,44.50256,11.33662,"(44.502,44.504]","(44.502,44.504]"
50633310,"Casa delle Oche by Studio Vita","Santo Stefano","Entire home/apt",89,1,0,"",NA,196,44.49826,11.34466,"(44.498,44.5]","(44.498,44.5]"
50637036,"Fanciest Double Deluxe At Bologna","Santo Stefano","Private room",237,1,0,"",NA,358,44.4949,11.34675,"(44.494,44.496]","(44.494,44.496]"
50653653,"Monolocale grande spazioso e illuminato","San Donato - San Vitale","Entire home/apt",40,1,0,"",NA,48,44.53079,11.42522,"(44.53,44.532]","(44.53,44.532]"
50664899,"House Passarotti 21 - Bologna Fiera","Navile","Entire home/apt",21,1,0,"",NA,206,44.51677,11.34968,"(44.516,44.518]","(44.516,44.518]"
50718527,"Cosy private room","Santo Stefano","Private room",34,1,2,"11/07/2021",2,355,44.49565,11.35099,"(44.496,44.498]","(44.496,44.498]"
50732610,"Peaceful room in Bologna city center","Santo Stefano","Private room",34,1,0,"",NA,39,44.49499,11.35405,"(44.494,44.496]","(44.494,44.496]"
50733446,"Entire Duplex House in Bologna city center","Santo Stefano","Entire home/apt",116,1,0,"",NA,34,44.49331,11.35374,"(44.492,44.494]","(44.492,44.494]"
50739983,"Low budget room 2 in Bologna city center","Santo Stefano","Shared room",21,1,0,"",NA,39,44.4947,11.35372,"(44.494,44.496]","(44.494,44.496]"
50758720,"""J"" House - Appartamento a due passi da Bologna","Savena","Entire home/apt",40,2,0,"",NA,159,44.44705,11.3617,"(44.446,44.448]","(44.446,44.448]"
50765050,"Casa in pieno centro dotata di tutto 1/2/3 ospiti","Santo Stefano","Entire home/apt",49,7,0,"",NA,180,44.49961,11.34914,"(44.5,44.502]","(44.5,44.502]"
50789976,"Special Double Deluxe At Bologna","Santo Stefano","Private room",362,1,0,"",NA,340,44.49268,11.34356,"(44.492,44.494]","(44.492,44.494]"
50803576,"Comodo e silenzioso appartamento con ascensore","Savena","Entire home/apt",50,1,0,"",NA,47,44.46822,11.37705,"(44.468,44.47]","(44.468,44.47]"
50851271,"House with one bedroom in Bologna, with WiFi","Navile","Entire home/apt",111,1,0,"",NA,364,44.50763,11.35184,"(44.508,44.51]","(44.508,44.51]"
50860667,"Confortevole bilocale nel cuore di Bologna centro","Porto - Saragozza","Entire home/apt",65,2,0,"",NA,344,44.49587,11.33237,"(44.496,44.498]","(44.496,44.498]"
50909536,"Spotless Double Or Twin Economy At Bologna","Porto - Saragozza","Private room",91,1,0,"",NA,362,44.50287,11.32052,"(44.502,44.504]","(44.502,44.504]"
50927558,"Spacious Double Economy At Bologna","San Donato - San Vitale","Private room",609,1,0,"",NA,350,44.49236,11.36234,"(44.492,44.494]","(44.492,44.494]"
50928149,"Giorgi Homes by Wonderful Italy - Ambra","Navile","Entire home/apt",190,1,0,"",NA,170,44.508049,11.342094,"(44.508,44.51]","(44.508,44.51]"
50928970,"Fancy Double Executive At Bologna","Porto - Saragozza","Private room",124,1,0,"",NA,321,44.49611,11.32919,"(44.496,44.498]","(44.496,44.498]"
50952410,"Camera matrimoniale lilla con bagno privato","Porto - Saragozza","Private room",69,1,0,"",NA,327,44.50285,11.33699,"(44.502,44.504]","(44.502,44.504]"
50964441,"Camera matrimoniale oro con bagno privato","Porto - Saragozza","Private room",69,1,0,"",NA,357,44.50239,11.33915,"(44.502,44.504]","(44.502,44.504]"
219878,"Gorgeous Haven in Centro Storico","Santo Stefano","Entire home/apt",85,3,137,"18/11/2019",1.21,61,44.48787,11.35392,"(44.488,44.49]","(44.488,44.49]"
229114,"Terrace between fair&city center","Navile","Entire home/apt",64,3,28,"25/11/2018",0.43,90,44.51072,11.34957,"(44.51,44.512]","(44.51,44.512]"
286691,"Sunny,Quiet Room Near Center/Fiera","Santo Stefano","Private room",56,1,22,"20/03/2019",0.2,0,44.47361,11.36977,"(44.474,44.476]","(44.474,44.476]"
306910,"Albiroli apartment-Piazza Maggiore","Santo Stefano","Entire home/apt",400,3,23,"08/04/2018",1.12,254,44.49555,11.3443,"(44.494,44.496]","(44.494,44.496]"
373095,"A due passi da Piazza Maggiore","Porto - Saragozza","Entire home/apt",69,2,77,"17/10/2019",0.7,6,44.49745,11.33025,"(44.496,44.498]","(44.496,44.498]"
374610,"Cozy studio ,WIFI,kitchen and bath!","Santo Stefano","Entire home/apt",46,2,84,"05/04/2017",0.84,88,44.49128,11.35617,"(44.49,44.492]","(44.49,44.492]"
